,mTurk_code,yes,no
0,8307,0.5238095238095238,0.42857142857142855
1,10406,0.42857142857142855,0.5238095238095238
2,8267,0.7619047619047619,0.19047619047619047
3,5593,0.8571428571428571,0.09523809523809523
4,61,0.23809523809523808,0.7142857142857143
5,5438,0.6666666666666666,0.2857142857142857
6,5557,0.23809523809523808,0.7142857142857143
7,9924,0.3333333333333333,0.6190476190476191
8,4767,0.3333333333333333,0.6190476190476191
9,1733,0.2857142857142857,0.6666666666666666
10,4766,0.6666666666666666,0.2857142857142857
11,5647,0.09523809523809523,0.8571428571428571
12,8827,0.047619047619047616,0.9047619047619048
13,2719,0.42857142857142855,0.5238095238095238
14,1443,0.19047619047619047,0.7619047619047619
15,7652,0.8571428571428571,0.09523809523809523
16,3732,0.7619047619047619,0.19047619047619047
17,1024,0.7142857142857143,0.23809523809523808
18,10307,0.047619047619047616,0.9047619047619048
19,8613,0.47619047619047616,0.47619047619047616
20,6064,0.9047619047619048,0.047619047619047616
21,10452,0.8571428571428571,0.09523809523809523
22,8141,0.8095238095238095,0.14285714285714285
23,3398,0.9047619047619048,0.047619047619047616
24,8104,0.23809523809523808,0.7142857142857143
25,9644,0.7142857142857143,0.23809523809523808
26,3635,0.38095238095238093,0.5714285714285714
27,1642,0.5714285714285714,0.38095238095238093
28,9295,0.42857142857142855,0.5238095238095238
29,4105,0.7142857142857143,0.23809523809523808
30,8517,0.14285714285714285,0.8095238095238095
31,4841,0.9047619047619048,0.047619047619047616
32,10011,0.5238095238095238,0.42857142857142855
33,1441,0.23809523809523808,0.7142857142857143
34,2182,0.5238095238095238,0.42857142857142855
35,9435,0.19047619047619047,0.7619047619047619
36,1741,0.8571428571428571,0.09523809523809523
37,7324,0.8571428571428571,0.09523809523809523
38,2910,0.9047619047619048,0.047619047619047616
39,3957,0.7619047619047619,0.19047619047619047
40,1022,0.8095238095238095,0.14285714285714285
41,921,0.6666666666666666,0.2857142857142857
42,3115,0.047619047619047616,0.9047619047619048
43,7678,0.8571428571428571,0.09523809523809523
44,855,0.7142857142857143,0.23809523809523808
45,2393,0.47619047619047616,0.47619047619047616
46,9501,0.3333333333333333,0.6190476190476191
47,7412,0.19047619047619047,0.7619047619047619
48,10044,0.047619047619047616,0.9047619047619048
49,8938,0.8571428571428571,0.09523809523809523
50,3248,0.6190476190476191,0.3333333333333333
51,4943,0.9047619047619048,0.047619047619047616
52,3854,0.5714285714285714,0.38095238095238093
53,1103,0.8095238095238095,0.14285714285714285
54,4977,0.9523809523809523,0.0
55,5765,0.0,0.9523809523809523
56,2002,0.047619047619047616,0.9047619047619048
57,4860,0.8571428571428571,0.09523809523809523
58,1941,0.8571428571428571,0.09523809523809523
59,913,0.8571428571428571,0.09523809523809523
60,3010,0.8571428571428571,0.09523809523809523
61,7897,0.047619047619047616,0.9047619047619048
62,7920,0.8095238095238095,0.14285714285714285
63,375,0.0,0.9523809523809523
64,4991,0.8095238095238095,0.14285714285714285
65,4546,0.14285714285714285,0.8095238095238095
66,8046,0.7619047619047619,0.19047619047619047
67,1066,0.38095238095238093,0.5714285714285714
68,5049,0.9047619047619048,0.047619047619047616
69,10502,0.9523809523809523,0.0
70,4640,0.9523809523809523,0.0
71,4098,0.8571428571428571,0.09523809523809523
72,7834,0.7142857142857143,0.23809523809523808
73,794,0.8095238095238095,0.14285714285714285
74,408,0.7142857142857143,0.23809523809523808
75,3647,0.47619047619047616,0.47619047619047616
76,5500,0.47619047619047616,0.47619047619047616
77,2034,0.6190476190476191,0.3333333333333333
78,726,0.7142857142857143,0.23809523809523808
79,9634,0.0,0.9523809523809523
80,6189,0.8571428571428571,0.09523809523809523
81,4629,0.0,0.9523809523809523
82,9407,0.0,0.9523809523809523
83,6240,0.8571428571428571,0.09523809523809523
84,2525,0.9047619047619048,0.047619047619047616
85,8162,0.6666666666666666,0.2857142857142857
86,1195,0.09523809523809523,0.8571428571428571
87,2703,0.42857142857142855,0.5238095238095238
88,6207,0.047619047619047616,0.9047619047619048
89,10423,0.5714285714285714,0.38095238095238093
90,282,0.8571428571428571,0.09523809523809523
91,7032,0.9047619047619048,0.047619047619047616
92,838,0.7619047619047619,0.19047619047619047
93,10220,0.6190476190476191,0.3333333333333333
94,1490,0.7619047619047619,0.19047619047619047
95,6884,0.9047619047619048,0.047619047619047616
96,10748,0.8571428571428571,0.09523809523809523
97,1361,0.7619047619047619,0.19047619047619047
98,4161,0.0,0.9523809523809523
99,5270,0.9047619047619048,0.047619047619047616
100,7416,0.09523809523809523,0.8571428571428571
101,8099,0.9047619047619048,0.047619047619047616
102,2685,0.6666666666666666,0.2857142857142857
103,2624,0.23809523809523808,0.7142857142857143
104,3768,0.38095238095238093,0.5714285714285714
105,10448,0.9047619047619048,0.047619047619047616
106,5614,0.7619047619047619,0.19047619047619047
107,2338,0.8571428571428571,0.09523809523809523
108,4029,0.19047619047619047,0.7619047619047619
109,4082,0.047619047619047616,0.9047619047619048
110,4426,0.9047619047619048,0.047619047619047616
111,7079,0.14285714285714285,0.8095238095238095
112,7840,0.23809523809523808,0.7142857142857143
113,9889,0.09523809523809523,0.8571428571428571
114,7315,0.8571428571428571,0.09523809523809523
115,2691,0.5238095238095238,0.42857142857142855
116,7010,0.9047619047619048,0.047619047619047616
117,7170,0.5238095238095238,0.42857142857142855
118,6314,0.19047619047619047,0.7619047619047619
119,999,0.38095238095238093,0.5714285714285714
120,4620,0.7142857142857143,0.23809523809523808
121,8909,0.8095238095238095,0.14285714285714285
122,5607,0.0,0.9523809523809523
123,4126,0.3333333333333333,0.6190476190476191
124,6683,0.8571428571428571,0.09523809523809523
125,10390,0.8571428571428571,0.09523809523809523
126,10762,0.47619047619047616,0.47619047619047616
127,4703,0.23809523809523808,0.7142857142857143
128,9428,0.09523809523809523,0.8571428571428571
129,5917,0.38095238095238093,0.5714285714285714
130,5213,0.14285714285714285,0.8095238095238095
131,505,0.2857142857142857,0.6666666666666666
132,1833,0.7142857142857143,0.23809523809523808
133,5352,0.14285714285714285,0.8095238095238095
134,7224,0.7142857142857143,0.23809523809523808
135,10783,0.9523809523809523,0.0
136,5217,0.09523809523809523,0.8571428571428571
137,4461,0.23809523809523808,0.7142857142857143
138,3510,0.9523809523809523,0.0
139,9844,0.6190476190476191,0.3333333333333333
140,526,0.47619047619047616,0.47619047619047616
141,10824,0.6666666666666666,0.2857142857142857
142,9690,0.5238095238095238,0.42857142857142855
143,10919,0.9523809523809523,0.0
144,2572,0.7619047619047619,0.19047619047619047
145,8528,0.47619047619047616,0.47619047619047616
146,1159,0.9523809523809523,0.0
147,3234,0.09523809523809523,0.8571428571428571
148,1286,0.8571428571428571,0.09523809523809523
149,7219,0.09523809523809523,0.8571428571428571
150,2773,0.9523809523809523,0.0
151,4558,0.9047619047619048,0.047619047619047616
152,9352,0.047619047619047616,0.9047619047619048
153,8924,0.23809523809523808,0.7142857142857143
154,853,0.3333333333333333,0.6190476190476191
155,1385,0.9047619047619048,0.047619047619047616
156,5489,0.9047619047619048,0.047619047619047616
157,5449,0.7142857142857143,0.23809523809523808
158,9919,0.7619047619047619,0.19047619047619047
159,1856,0.6666666666666666,0.2857142857142857
160,1162,0.9047619047619048,0.047619047619047616
161,10958,0.6190476190476191,0.3333333333333333
162,3794,0.09523809523809523,0.8571428571428571
163,5127,0.8571428571428571,0.09523809523809523
164,4193,0.8571428571428571,0.09523809523809523
165,9933,0.9523809523809523,0.0
166,3738,0.0,0.9523809523809523
167,9231,0.047619047619047616,0.9047619047619048
168,10709,0.9523809523809523,0.0
169,3315,0.8571428571428571,0.09523809523809523
170,6386,0.6190476190476191,0.3333333333333333
171,6546,0.2857142857142857,0.6666666666666666
172,5830,0.38095238095238093,0.5714285714285714
173,3848,0.9523809523809523,0.0
174,9242,0.7619047619047619,0.19047619047619047
175,4290,0.8095238095238095,0.14285714285714285
176,685,0.3333333333333333,0.6190476190476191
177,7517,0.9523809523809523,0.0
178,7437,0.8571428571428571,0.09523809523809523
179,10137,0.8571428571428571,0.09523809523809523
180,9586,0.14285714285714285,0.8095238095238095
181,9467,0.09523809523809523,0.8571428571428571
182,9336,0.0,0.9523809523809523
183,8532,0.5238095238095238,0.42857142857142855
184,2228,0.8571428571428571,0.09523809523809523
185,10591,0.7142857142857143,0.23809523809523808
186,5985,0.9523809523809523,0.0
187,9328,0.9523809523809523,0.0
188,1166,0.8095238095238095,0.14285714285714285
189,7830,0.42857142857142855,0.5238095238095238
190,6171,0.8095238095238095,0.14285714285714285
191,10150,0.8095238095238095,0.14285714285714285
192,4117,0.8571428571428571,0.09523809523809523
193,42,0.7619047619047619,0.19047619047619047
194,9686,0.8095238095238095,0.14285714285714285
195,10700,0.9523809523809523,0.0
196,9399,0.5714285714285714,0.38095238095238093
197,9820,0.47619047619047616,0.47619047619047616
198,9609,0.9523809523809523,0.0
199,7199,0.47619047619047616,0.47619047619047616
200,10319,0.42857142857142855,0.5238095238095238
201,2901,0.6666666666666666,0.2857142857142857
202,5307,0.14285714285714285,0.8095238095238095
203,2006,0.5238095238095238,0.42857142857142855
204,115,0.47619047619047616,0.47619047619047616
205,1044,0.09523809523809523,0.8571428571428571
206,7602,0.9047619047619048,0.047619047619047616
207,2737,0.9047619047619048,0.047619047619047616
208,2020,0.0,0.9523809523809523
209,4996,0.14285714285714285,0.8095238095238095
210,1130,0.9523809523809523,0.0
211,2195,0.9047619047619048,0.047619047619047616
212,3309,0.9523809523809523,0.0
213,4342,0.6190476190476191,0.3333333333333333
214,7457,0.8571428571428571,0.09523809523809523
215,3863,0.8571428571428571,0.09523809523809523
216,5882,0.47619047619047616,0.47619047619047616
217,5543,0.7142857142857143,0.23809523809523808
218,6129,0.47619047619047616,0.47619047619047616
219,7636,0.9523809523809523,0.0
220,3145,0.9047619047619048,0.047619047619047616
221,2156,0.38095238095238093,0.5714285714285714
222,7258,0.8571428571428571,0.09523809523809523
223,7003,0.7619047619047619,0.19047619047619047
224,10327,0.7142857142857143,0.23809523809523808
225,7958,0.42857142857142855,0.5238095238095238
226,6096,0.47619047619047616,0.47619047619047616
227,10401,0.8095238095238095,0.14285714285714285
228,6586,0.7142857142857143,0.23809523809523808
229,9357,0.047619047619047616,0.9047619047619048
230,6170,0.9523809523809523,0.0
231,1160,0.6190476190476191,0.3333333333333333
232,6377,0.6666666666666666,0.2857142857142857
233,2533,0.047619047619047616,0.9047619047619048
234,9617,0.8095238095238095,0.14285714285714285
235,5433,0.7142857142857143,0.23809523809523808
236,9833,0.6190476190476191,0.3333333333333333
237,4122,0.6666666666666666,0.2857142857142857
238,2586,0.47619047619047616,0.47619047619047616
239,1870,0.6190476190476191,0.3333333333333333
240,2502,0.7619047619047619,0.19047619047619047
241,4724,0.047619047619047616,0.9047619047619048
242,2790,0.8095238095238095,0.14285714285714285
243,3602,0.8571428571428571,0.09523809523809523
244,10706,0.8095238095238095,0.14285714285714285
245,6251,0.047619047619047616,0.9047619047619048
246,1059,0.5714285714285714,0.38095238095238093
247,3322,0.23809523809523808,0.7142857142857143
248,4444,0.3333333333333333,0.6190476190476191
249,10076,0.09523809523809523,0.8571428571428571
250,9045,0.7142857142857143,0.23809523809523808
251,4258,0.8571428571428571,0.09523809523809523
252,4101,0.9047619047619048,0.047619047619047616
253,800,0.047619047619047616,0.9047619047619048
254,893,0.8095238095238095,0.14285714285714285
255,6908,0.9047619047619048,0.047619047619047616
256,8054,0.5238095238095238,0.42857142857142855
257,9150,0.7619047619047619,0.19047619047619047
258,4226,0.7142857142857143,0.23809523809523808
259,6424,0.7142857142857143,0.23809523809523808
260,4686,0.9047619047619048,0.047619047619047616
261,7578,0.47619047619047616,0.47619047619047616
262,4404,0.47619047619047616,0.47619047619047616
263,8188,0.38095238095238093,0.5714285714285714
264,7985,0.5714285714285714,0.38095238095238093
265,1865,0.8095238095238095,0.14285714285714285
266,8905,0.8571428571428571,0.09523809523809523
267,206,0.8571428571428571,0.09523809523809523
268,7472,0.9047619047619048,0.047619047619047616
269,7555,0.9523809523809523,0.0
270,2955,0.6666666666666666,0.2857142857142857
271,7348,0.9047619047619048,0.047619047619047616
272,4967,0.8571428571428571,0.09523809523809523
273,8248,0.7619047619047619,0.19047619047619047
274,5575,0.8095238095238095,0.14285714285714285
275,6379,0.47619047619047616,0.47619047619047616
276,5134,0.9523809523809523,0.0
277,227,0.2857142857142857,0.6666666666666666
278,6229,0.7142857142857143,0.23809523809523808
279,5923,0.47619047619047616,0.47619047619047616
280,7259,0.047619047619047616,0.9047619047619048
281,10008,0.3333333333333333,0.6190476190476191
282,9830,0.6666666666666666,0.2857142857142857
283,4637,0.42857142857142855,0.5238095238095238
284,8882,0.8571428571428571,0.09523809523809523
285,3289,0.047619047619047616,0.9047619047619048
286,3790,0.3333333333333333,0.6190476190476191
287,9437,0.047619047619047616,0.9047619047619048
288,9405,0.9523809523809523,0.0
289,552,0.7142857142857143,0.23809523809523808
290,5852,0.6666666666666666,0.2857142857142857
291,2758,0.7142857142857143,0.23809523809523808
292,10878,0.5714285714285714,0.38095238095238093
293,8881,0.19047619047619047,0.7619047619047619
294,5330,0.09523809523809523,0.8571428571428571
295,4907,0.9047619047619048,0.047619047619047616
296,2605,0.6666666666666666,0.2857142857142857
297,10491,0.7619047619047619,0.19047619047619047
298,3215,0.8571428571428571,0.09523809523809523
299,2476,0.9047619047619048,0.047619047619047616
300,3246,0.9047619047619048,0.047619047619047616
301,3408,0.14285714285714285,0.8095238095238095
302,10721,0.2857142857142857,0.6666666666666666
303,6319,0.8095238095238095,0.14285714285714285
304,4028,0.9047619047619048,0.047619047619047616
305,1871,0.9047619047619048,0.047619047619047616
306,5993,0.8571428571428571,0.09523809523809523
307,5223,0.7142857142857143,0.23809523809523808
308,2718,0.3333333333333333,0.6190476190476191
309,9524,0.8095238095238095,0.14285714285714285
310,6801,0.42857142857142855,0.5238095238095238
311,10677,0.9523809523809523,0.0
312,3642,0.6190476190476191,0.3333333333333333
313,5850,0.7142857142857143,0.23809523809523808
314,4609,0.9047619047619048,0.047619047619047616
315,6980,0.9047619047619048,0.047619047619047616
316,9268,0.3333333333333333,0.6190476190476191
317,2854,0.9047619047619048,0.047619047619047616
318,9979,0.8571428571428571,0.09523809523809523
319,10134,0.9047619047619048,0.047619047619047616
320,700,0.9523809523809523,0.0
321,3692,0.8095238095238095,0.14285714285714285
322,2897,0.6666666666666666,0.2857142857142857
323,2353,0.8571428571428571,0.09523809523809523
324,2937,0.3333333333333333,0.6190476190476191
325,5027,0.9047619047619048,0.047619047619047616
326,5886,0.9523809523809523,0.0
327,332,0.23809523809523808,0.7142857142857143
328,10528,0.7142857142857143,0.23809523809523808
329,5383,0.7619047619047619,0.19047619047619047
330,10921,0.09523809523809523,0.8571428571428571
331,3122,0.42857142857142855,0.5238095238095238
332,4403,0.09523809523809523,0.8571428571428571
333,5114,0.9047619047619048,0.047619047619047616
334,1032,0.9047619047619048,0.047619047619047616
335,3552,0.9047619047619048,0.047619047619047616
336,2072,0.9047619047619048,0.047619047619047616
337,5057,0.8095238095238095,0.14285714285714285
338,3783,0.9047619047619048,0.047619047619047616
339,3574,0.9523809523809523,0.0
340,5263,0.9047619047619048,0.047619047619047616
341,9921,0.3333333333333333,0.6190476190476191
342,8171,0.9523809523809523,0.0
343,7605,0.3333333333333333,0.6190476190476191
344,7012,0.7619047619047619,0.19047619047619047
345,4655,0.14285714285714285,0.8095238095238095
346,7245,0.9047619047619048,0.047619047619047616
347,10540,0.19047619047619047,0.7619047619047619
348,9801,0.047619047619047616,0.9047619047619048
349,7468,0.7142857142857143,0.23809523809523808
350,8045,0.8571428571428571,0.09523809523809523
351,10836,0.8095238095238095,0.14285714285714285
352,4436,0.9047619047619048,0.047619047619047616
353,3483,0.8095238095238095,0.14285714285714285
354,2396,0.9047619047619048,0.047619047619047616
355,6205,0.8571428571428571,0.09523809523809523
356,1904,0.6666666666666666,0.2857142857142857
357,6443,0.14285714285714285,0.8095238095238095
358,765,0.8571428571428571,0.09523809523809523
359,2121,0.047619047619047616,0.9047619047619048
360,189,0.42857142857142855,0.5238095238095238
361,7788,0.9047619047619048,0.047619047619047616
362,5485,0.3333333333333333,0.6190476190476191
363,8526,0.5714285714285714,0.38095238095238093
364,1796,0.42857142857142855,0.5238095238095238
365,2078,0.8571428571428571,0.09523809523809523
366,10498,0.8095238095238095,0.14285714285714285
367,4255,0.9523809523809523,0.0
368,10499,0.9047619047619048,0.047619047619047616
369,7914,0.9047619047619048,0.047619047619047616
370,265,0.8571428571428571,0.09523809523809523
371,7445,0.47619047619047616,0.47619047619047616
372,763,0.9047619047619048,0.047619047619047616
373,6658,0.0,0.9523809523809523
374,9832,0.5238095238095238,0.42857142857142855
375,7257,0.38095238095238093,0.5714285714285714
376,9031,0.9523809523809523,0.0
377,956,0.9047619047619048,0.047619047619047616
378,4076,0.047619047619047616,0.9047619047619048
379,8278,0.6190476190476191,0.3333333333333333
380,7754,0.6190476190476191,0.3333333333333333
381,7340,0.14285714285714285,0.8095238095238095
382,5224,0.3333333333333333,0.6190476190476191
383,1834,0.42857142857142855,0.5238095238095238
384,829,0.9047619047619048,0.047619047619047616
385,9488,0.09523809523809523,0.8571428571428571
386,9747,0.9047619047619048,0.047619047619047616
387,5354,0.2857142857142857,0.6666666666666666
388,122,0.8095238095238095,0.14285714285714285
389,7723,0.7142857142857143,0.23809523809523808
390,363,0.9047619047619048,0.047619047619047616
391,4730,0.6190476190476191,0.3333333333333333
392,3056,0.7619047619047619,0.19047619047619047
393,3146,0.19047619047619047,0.7619047619047619
394,8835,0.14285714285714285,0.8095238095238095
395,3761,0.9523809523809523,0.0
396,8036,0.6666666666666666,0.2857142857142857
397,10979,0.9047619047619048,0.047619047619047616
398,5553,0.7619047619047619,0.19047619047619047
399,3585,0.14285714285714285,0.8095238095238095
400,8306,0.9047619047619048,0.047619047619047616
401,5074,0.19047619047619047,0.7619047619047619
402,8791,0.9523809523809523,0.0
403,2567,0.9523809523809523,0.0
404,10369,0.7142857142857143,0.23809523809523808
405,5342,0.5238095238095238,0.42857142857142855
406,5600,0.09523809523809523,0.8571428571428571
407,6916,0.3333333333333333,0.6190476190476191
408,5420,0.7619047619047619,0.19047619047619047
409,8292,0.9047619047619048,0.047619047619047616
410,1689,0.38095238095238093,0.5714285714285714
411,8118,0.19047619047619047,0.7619047619047619
412,7323,0.9047619047619048,0.047619047619047616
413,10652,0.47619047619047616,0.47619047619047616
414,10925,0.38095238095238093,0.5714285714285714
415,8259,0.9523809523809523,0.0
416,1212,0.23809523809523808,0.7142857142857143
417,5670,0.9523809523809523,0.0
418,8705,0.9523809523809523,0.0
419,9367,0.9523809523809523,0.0
420,8847,0.5238095238095238,0.42857142857142855
421,10985,0.9523809523809523,0.0
422,1559,0.047619047619047616,0.9047619047619048
423,9055,0.09523809523809523,0.8571428571428571
424,7178,0.7142857142857143,0.23809523809523808
425,8891,0.8571428571428571,0.09523809523809523
426,5821,0.3333333333333333,0.6190476190476191
427,3298,0.09523809523809523,0.8571428571428571
428,5745,0.14285714285714285,0.8095238095238095
429,9811,0.9523809523809523,0.0
430,5370,0.5238095238095238,0.42857142857142855
431,10167,0.6190476190476191,0.3333333333333333
432,919,0.14285714285714285,0.8095238095238095
433,9534,0.9523809523809523,0.0
434,9746,0.6190476190476191,0.3333333333333333
435,6595,0.8571428571428571,0.09523809523809523
436,6862,0.2857142857142857,0.6666666666666666
437,807,0.8571428571428571,0.09523809523809523
438,4441,0.8571428571428571,0.09523809523809523
439,9040,0.14285714285714285,0.8095238095238095
440,5096,0.8571428571428571,0.09523809523809523
441,730,0.8095238095238095,0.14285714285714285
442,9852,0.6666666666666666,0.2857142857142857
443,8253,0.9523809523809523,0.0
444,9163,0.9523809523809523,0.0
445,2780,0.9523809523809523,0.0
446,4510,0.7142857142857143,0.23809523809523808
447,2405,0.8095238095238095,0.14285714285714285
448,1446,0.6190476190476191,0.3333333333333333
449,1314,0.9047619047619048,0.047619047619047616
450,6360,0.6666666666666666,0.2857142857142857
451,1841,0.7142857142857143,0.23809523809523808
452,657,0.8571428571428571,0.09523809523809523
453,6449,0.8571428571428571,0.09523809523809523
454,3055,0.2857142857142857,0.6666666666666666
455,9831,0.09523809523809523,0.8571428571428571
456,5372,0.6666666666666666,0.2857142857142857
457,8863,0.8571428571428571,0.09523809523809523
458,2687,0.9047619047619048,0.047619047619047616
459,8563,0.7142857142857143,0.23809523809523808
460,4748,0.9523809523809523,0.0
461,4524,0.6190476190476191,0.3333333333333333
462,5968,0.9047619047619048,0.047619047619047616
463,4520,0.7142857142857143,0.23809523809523808
464,5673,0.8095238095238095,0.14285714285714285
465,3084,0.14285714285714285,0.8095238095238095
466,1522,0.14285714285714285,0.8095238095238095
467,9495,0.8095238095238095,0.14285714285714285
468,5249,0.8571428571428571,0.09523809523809523
469,2400,0.0,0.9523809523809523
470,5369,0.9523809523809523,0.0
471,10807,0.7619047619047619,0.19047619047619047
472,4870,0.6666666666666666,0.2857142857142857
473,2165,0.0,0.9523809523809523
474,3641,0.7619047619047619,0.19047619047619047
475,8471,0.9047619047619048,0.047619047619047616
476,4182,0.3333333333333333,0.6190476190476191
477,5623,0.047619047619047616,0.9047619047619048
478,7148,0.047619047619047616,0.9047619047619048
479,4754,0.6666666666666666,0.2857142857142857
480,6690,0.9523809523809523,0.0
481,5069,0.8095238095238095,0.14285714285714285
482,22,0.09523809523809523,0.8571428571428571
483,5563,0.3333333333333333,0.6190476190476191
484,10949,0.8095238095238095,0.14285714285714285
485,208,0.47619047619047616,0.47619047619047616
486,1300,0.7619047619047619,0.19047619047619047
487,7847,0.9047619047619048,0.047619047619047616
488,4593,0.9047619047619048,0.047619047619047616
489,2841,0.19047619047619047,0.7619047619047619
490,7099,0.47619047619047616,0.47619047619047616
491,3110,0.14285714285714285,0.8095238095238095
492,3952,0.8571428571428571,0.09523809523809523
493,9229,0.6666666666666666,0.2857142857142857
494,3255,0.3333333333333333,0.6190476190476191
495,1718,0.9523809523809523,0.0
496,480,0.2857142857142857,0.6666666666666666
497,8438,0.8095238095238095,0.14285714285714285
498,10136,0.6666666666666666,0.2857142857142857
499,5387,0.09523809523809523,0.8571428571428571
500,8534,0.8571428571428571,0.09523809523809523
501,8403,0.3333333333333333,0.6190476190476191
502,6668,0.09523809523809523,0.8571428571428571
503,9172,0.6190476190476191,0.3333333333333333
504,3950,0.6190476190476191,0.3333333333333333
